ranking,date,drama_name,drama_intro,drama_score_imdb,drama_score_tomato,drama_country,drama_date,drama_sub1,drama_sub2,flag_original,drama_cast,drama_director,drama_key,drama_type,value,drama_name_zh,drama_sub1_zh,drama_sub2_zh,drama_country_zh
3,2020-06-02,Sicario: Day Of The Soldado,"A follow-up to the 2015 film, 'Sicario', which centers around the escalating war against drugs along the border of the United States and Mexico.",76,62,USA,2018-06-29T00:00:00Z,Crime,Drugs,FALSE,"Benicio del Toro, Josh Brolin, Catherine Keener, Christopher Heyerdahl, Jeffrey Donovan, Matthew Modine, Ian Bohen",Stefano Sollima,293,movie,https://flixpatrol.com/title/sicario-2-soldado,刺客：一天的索爾達多,犯罪,毒品,美國
3,2020-06-03,Sicario: Day Of The Soldado,"A follow-up to the 2015 film, 'Sicario', which centers around the escalating war against drugs along the border of the United States and Mexico.",76,62,USA,2018-06-29T00:00:00Z,Crime,Drugs,FALSE,"Benicio del Toro, Josh Brolin, Catherine Keener, Christopher Heyerdahl, Jeffrey Donovan, Matthew Modine, Ian Bohen",Stefano Sollima,293,movie,https://flixpatrol.com/title/sicario-2-soldado,刺客：一天的索爾達多,犯罪,毒品,美國
3,2020-06-04,Sicario: Day Of The Soldado,"A follow-up to the 2015 film, 'Sicario', which centers around the escalating war against drugs along the border of the United States and Mexico.",76,62,USA,2018-06-29T00:00:00Z,Crime,Drugs,FALSE,"Benicio del Toro, Josh Brolin, Catherine Keener, Christopher Heyerdahl, Jeffrey Donovan, Matthew Modine, Ian Bohen",Stefano Sollima,293,movie,https://flixpatrol.com/title/sicario-2-soldado,刺客：一天的索爾達多,犯罪,毒品,美國
3,2020-06-05,Sicario: Day Of The Soldado,"A follow-up to the 2015 film, 'Sicario', which centers around the escalating war against drugs along the border of the United States and Mexico.",76,62,USA,2018-06-29T00:00:00Z,Crime,Drugs,FALSE,"Benicio del Toro, Josh Brolin, Catherine Keener, Christopher Heyerdahl, Jeffrey Donovan, Matthew Modine, Ian Bohen",Stefano Sollima,293,movie,https://flixpatrol.com/title/sicario-2-soldado,刺客：一天的索爾達多,犯罪,毒品,美國
3,2020-06-06,Wet Woman in the Wind,"One afternoon, Shiori, a very sexually active young woman working in a café, is riding her bicycle and cuts off Kosuke, who is pulling a two-wheeled cart. Once a recognized playwright, Kosuke now lives a quiet life in a mountain hut, far away from the city, in the hope of escaping his past. But after their first encounter, he will soon be caught in Shiori’s web of sexual desires…",59,NA,Japan,2016-08-01T00:00:00Z,NA,NA,FALSE,"Yuki Mamiya, Tasuku Nagaoka, Takahiro Katô, Michiko Suzuki, Ryushin Tei, Nakatani Hitomi",Akihiko Shiota,183,movie,https://flixpatrol.com/title/wet-woman-in-the-wind,野風溼身的女人,NA,NA,日本
3,2020-06-07,Liverleaf,"The story follows Nozaki Haruka, a middle school student who transfers to a new school in a small town because of her father's work. Unfortunately, she becomes a victim of horrific bullying, but since the school will be closing in 2 months after graduation, no one is willing to help her.",62,NA,Japan,2018-04-07T00:00:00Z,NA,NA,FALSE,"Anna Yamada, Hiroya Shimizu, Kenshin Endo, Reiko Kataoka, Ayaka Konno, Aki Morita, Minori Terada",Eisuke Naito,135,movie,https://flixpatrol.com/title/liverleaf,三角草的春天,NA,NA,日本
3,2020-06-08,365 Days,"Laura, in order to save her relationship from falling apart, goes to Sicily, where she meets Massimo. A dangerous man, the head of a mafia family, kidnaps her and gives 365 days to love him.",35,NA,Poland,2020-06-07T00:00:00Z,Drama,Relationship,FALSE,"Michele Morrone, Anna Maria Sieklucka, Magdalena Lamparska, Bronisław Wrocławski, Otar Saralidze, Natasza Urbańska",Barbara Bialowas,10,movie,https://flixpatrol.com/title/365-days,禁室365天,戲劇,關係,波蘭
3,2020-06-09,Snow Flower,"A terminally ill girl, who dreams of going to Finland to see the northern lights, falls in love",62,NA,Japan,2019-02-01T00:00:00Z,NA,NA,FALSE,"Ayami Nakajo, Hiroomi Tosaka, Saki Takaoka, Kenta Hamano, Seiichi Tanabe, Yumena Yanai",Kojiro Hashimoto,161,movie,https://flixpatrol.com/title/snow-flower,雪花與秘扇,NA,NA,日本
3,2020-06-10,The Last Days of American Crime,"In the not-too-distant future, where as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",40,NA,USA,2020-06-05T00:00:00Z,Science Fiction,Thrillers,TRUE,"Anna Brewster, Sharlto Copley, Edgar Ramírez, Michael Pitt, Inge Beckmann, Sean Cameron Michael, Daniel Fox",Olivier Megaton,41,movie,https://flixpatrol.com/title/the-last-days-of-american-crime,美國犯罪的末日,科幻小說,驚悚,美國
3,2020-06-11,The Last Days of American Crime,"In the not-too-distant future, where as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",40,NA,USA,2020-06-05T00:00:00Z,Science Fiction,Thrillers,TRUE,"Anna Brewster, Sharlto Copley, Edgar Ramírez, Michael Pitt, Inge Beckmann, Sean Cameron Michael, Daniel Fox",Olivier Megaton,41,movie,https://flixpatrol.com/title/the-last-days-of-american-crime,美國犯罪的末日,科幻小說,驚悚,美國
3,2020-06-12,The Last Days of American Crime,"In the not-too-distant future, where as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",40,NA,USA,2020-06-05T00:00:00Z,Science Fiction,Thrillers,TRUE,"Anna Brewster, Sharlto Copley, Edgar Ramírez, Michael Pitt, Inge Beckmann, Sean Cameron Michael, Daniel Fox",Olivier Megaton,41,movie,https://flixpatrol.com/title/the-last-days-of-american-crime,美國犯罪的末日,科幻小說,驚悚,美國
3,2020-06-13,Snow Flower,"A terminally ill girl, who dreams of going to Finland to see the northern lights, falls in love",62,NA,Japan,2019-02-01T00:00:00Z,NA,NA,FALSE,"Ayami Nakajo, Hiroomi Tosaka, Saki Takaoka, Kenta Hamano, Seiichi Tanabe, Yumena Yanai",Kojiro Hashimoto,161,movie,https://flixpatrol.com/title/snow-flower,雪花與秘扇,NA,NA,日本
3,2020-06-14,Da 5 Bloods,Four African American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,72,90,USA,2020-06-12T00:00:00Z,Drama,Vietnam War,TRUE,"Chadwick Boseman, Delroy Lindo, Jean Reno, Jonathan Majors, Paul Walter Hauser, Jasper Pääkkönen, Giancarlo Esposito",Spike Lee,78,movie,https://flixpatrol.com/title/da-5-bloods,誓血五人组,戲劇,越南戰爭,美國
3,2020-06-15,Da 5 Bloods,Four African American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,72,90,USA,2020-06-12T00:00:00Z,Drama,Vietnam War,TRUE,"Chadwick Boseman, Delroy Lindo, Jean Reno, Jonathan Majors, Paul Walter Hauser, Jasper Pääkkönen, Giancarlo Esposito",Spike Lee,78,movie,https://flixpatrol.com/title/da-5-bloods,誓血五人组,戲劇,越南戰爭,美國
3,2020-06-16,2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,68,64,USA,2013-08-02T00:00:00Z,Action,Buddies,FALSE,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward, James Marsden, Edward James Olmos",Baltasar Kormákur,115,movie,https://flixpatrol.com/title/2-guns,2槍斃命,動作,哥兒們,美國
3,2020-06-17,365 Days,"Laura, in order to save her relationship from falling apart, goes to Sicily, where she meets Massimo. A dangerous man, the head of a mafia family, kidnaps her and gives 365 days to love him.",35,NA,Poland,2020-06-07T00:00:00Z,Drama,Relationship,FALSE,"Michele Morrone, Anna Maria Sieklucka, Magdalena Lamparska, Bronisław Wrocławski, Otar Saralidze, Natasza Urbańska",Barbara Bialowas,10,movie,https://flixpatrol.com/title/365-days,禁室365天,戲劇,關係,波蘭
3,2020-06-18,"You, I Love","Rin, Yuu, Koyomi and Keita are friends in high school who live in the same apartment building. Rin and Yuu like each other, but they don’t tell each other, until Kazuma shows up.",53,NA,Japan,2018-11-10T00:00:00Z,NA,NA,FALSE,"Hinako Sakurai, Tina Tamashiro, Sho Hirano, Hayato Isomura, Kentaro Ito, Hiyori Sakurada, Rina Ono",Yuichi Satô,124,movie,https://flixpatrol.com/title/you-i-love-2018,我的傲嬌男友,NA,NA,日本
3,2020-06-19,365 Days,"Laura, in order to save her relationship from falling apart, goes to Sicily, where she meets Massimo. A dangerous man, the head of a mafia family, kidnaps her and gives 365 days to love him.",35,NA,Poland,2020-06-07T00:00:00Z,Drama,Relationship,FALSE,"Michele Morrone, Anna Maria Sieklucka, Magdalena Lamparska, Bronisław Wrocławski, Otar Saralidze, Natasza Urbańska",Barbara Bialowas,10,movie,https://flixpatrol.com/title/365-days,禁室365天,戲劇,關係,波蘭
3,2020-06-20,2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,68,64,USA,2013-08-02T00:00:00Z,Action,Buddies,FALSE,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward, James Marsden, Edward James Olmos",Baltasar Kormákur,115,movie,https://flixpatrol.com/title/2-guns,2槍斃命,動作,哥兒們,美國
3,2020-06-21,2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,68,64,USA,2013-08-02T00:00:00Z,Action,Buddies,FALSE,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward, James Marsden, Edward James Olmos",Baltasar Kormákur,115,movie,https://flixpatrol.com/title/2-guns,2槍斃命,動作,哥兒們,美國
3,2020-06-22,2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,68,64,USA,2013-08-02T00:00:00Z,Action,Buddies,FALSE,"Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton, Fred Ward, James Marsden, Edward James Olmos",Baltasar Kormákur,115,movie,https://flixpatrol.com/title/2-guns,2槍斃命,動作,哥兒們,美國
3,2020-06-23,Mellow,"An owner of an upscale flower shop enjoys his single life and one day, a married customer approaches the shop owner to confess her feelings for him.",NA,NA,Japan,2020-01-17T00:00:00Z,NA,NA,FALSE,"Tanaka Kei, Sae Okazaki, Sara Shida",Rikiya Imaizumi,243,movie,https://flixpatrol.com/title/mellow,醇厚,NA,NA,日本
3,2020-06-24,Lost Bullet,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",62,NA,France,2020-06-19T00:00:00Z,Crime,Action Crime,TRUE,"Nicolas Duvauchelle, Alban Lenoir, Rod Paradot, Ramzy Bedia, Stéfi Celma, Arthur Aspaturian, Sébastien Lalanne",Guillaume Pierret,53,movie,https://flixpatrol.com/title/lost-bullet,飆速攔截,犯罪,犯罪動作,法國
3,2020-06-25,Lost Bullet,"A small time delinquent, turned police mechanic for a go fast task force, is forced to defend his innocence when his mentor is killed by dirty cops.",62,NA,France,2020-06-19T00:00:00Z,Crime,Action Crime,TRUE,"Nicolas Duvauchelle, Alban Lenoir, Rod Paradot, Ramzy Bedia, Stéfi Celma, Arthur Aspaturian, Sébastien Lalanne",Guillaume Pierret,53,movie,https://flixpatrol.com/title/lost-bullet,飆速攔截,犯罪,犯罪動作,法國
