ranking,date,drama_name,drama_intro,drama_score_imdb,drama_score_tomato,drama_country,drama_date,drama_sub1,drama_sub2,flag_original,drama_cast,drama_director,drama_key,drama_type,value,drama_name_zh,drama_sub1_zh,drama_sub2_zh,drama_country_zh
8,2020-08-29,Hospital Playlist,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",84,NA,South Korea,2020-03-12T00:00:00Z,Drama,NA,TRUE,"Cho Jung-seok, Kim Dae-myung, Jung Kyung-ho, Yoo Yeon-seok, Jeon Mi-do, Kim Hae-sook, Shin Hyun-bin",Shin Won-ho,2,drama,https://flixpatrol.com/title/hospital-playlist,機智醫生生活,戲劇,NA,韓國
8,2020-08-30,Hospital Playlist,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",84,NA,South Korea,2020-03-12T00:00:00Z,Drama,NA,TRUE,"Cho Jung-seok, Kim Dae-myung, Jung Kyung-ho, Yoo Yeon-seok, Jeon Mi-do, Kim Hae-sook, Shin Hyun-bin",Shin Won-ho,2,drama,https://flixpatrol.com/title/hospital-playlist,機智醫生生活,戲劇,NA,韓國
8,2020-08-31,Hospital Playlist,"Every day is extraordinary for five doctors and their patients inside a hospital, where birth, death and everything in between coexist.",84,NA,South Korea,2020-03-12T00:00:00Z,Drama,NA,TRUE,"Cho Jung-seok, Kim Dae-myung, Jung Kyung-ho, Yoo Yeon-seok, Jeon Mi-do, Kim Hae-sook, Shin Hyun-bin",Shin Won-ho,2,drama,https://flixpatrol.com/title/hospital-playlist,機智醫生生活,戲劇,NA,韓國
9,2020-08-11,Grey's Anatomy,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,76,NA,USA,2005-03-27T00:00:00Z,Drama,Doctors,FALSE,"Ellen Pompeo, Justin Chambers, James Pickens Jr., Chandra Wilson, Vanessa Bell Calloway",NA,165,drama,https://flixpatrol.com/title/greys-anatomy,實習醫生,戲劇,醫生,美國
9,2020-08-12,Mystic Pop-Up Bar,"At this mysterious late-night food cart run by an equally mysterious woman and her part-timer, customers are provided a space for respite and counseling through their dreams. But most importantly, everyone here is treated equally—living or dead.",80,NA,South Korea,2020-05-20T00:00:00Z,Mystery,Mystery,TRUE,"Hwang Jung-eum, Yook Sung-jae, Kim Yong-geon, Kim Mi-kyeong, Choi Won-young, Lee Jun-hyeok, Jeong Da-eun",Jeon Chang-Geun,7,drama,https://flixpatrol.com/title/mystic-pop-up-bar,雙甲路邊攤,神秘,神秘,韓國
9,2020-08-13,Mystic Pop-Up Bar,"At this mysterious late-night food cart run by an equally mysterious woman and her part-timer, customers are provided a space for respite and counseling through their dreams. But most importantly, everyone here is treated equally—living or dead.",80,NA,South Korea,2020-05-20T00:00:00Z,Mystery,Mystery,TRUE,"Hwang Jung-eum, Yook Sung-jae, Kim Yong-geon, Kim Mi-kyeong, Choi Won-young, Lee Jun-hyeok, Jeong Da-eun",Jeon Chang-Geun,7,drama,https://flixpatrol.com/title/mystic-pop-up-bar,雙甲路邊攤,神秘,神秘,韓國
9,2020-08-14,Mystic Pop-Up Bar,"At this mysterious late-night food cart run by an equally mysterious woman and her part-timer, customers are provided a space for respite and counseling through their dreams. But most importantly, everyone here is treated equally—living or dead.",80,NA,South Korea,2020-05-20T00:00:00Z,Mystery,Mystery,TRUE,"Hwang Jung-eum, Yook Sung-jae, Kim Yong-geon, Kim Mi-kyeong, Choi Won-young, Lee Jun-hyeok, Jeong Da-eun",Jeon Chang-Geun,7,drama,https://flixpatrol.com/title/mystic-pop-up-bar,雙甲路邊攤,神秘,神秘,韓國
9,2020-08-15,Mystic Pop-Up Bar,"At this mysterious late-night food cart run by an equally mysterious woman and her part-timer, customers are provided a space for respite and counseling through their dreams. But most importantly, everyone here is treated equally—living or dead.",80,NA,South Korea,2020-05-20T00:00:00Z,Mystery,Mystery,TRUE,"Hwang Jung-eum, Yook Sung-jae, Kim Yong-geon, Kim Mi-kyeong, Choi Won-young, Lee Jun-hyeok, Jeong Da-eun",Jeon Chang-Geun,7,drama,https://flixpatrol.com/title/mystic-pop-up-bar,雙甲路邊攤,神秘,神秘,韓國
9,2020-08-16,Money Heist,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",84,93,Spain,2017-05-02T00:00:00Z,Crime,Heist,TRUE,"Úrsula Corberó, Itziar Ituno, Álvaro Morte, Paco Tous, Pedro Alonso, Alba Flores, Miguel Herrán",NA,12,drama,https://flixpatrol.com/title/money-heist,紙房子,犯罪,劫盜,西班牙
9,2020-08-17,Money Heist,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",84,93,Spain,2017-05-02T00:00:00Z,Crime,Heist,TRUE,"Úrsula Corberó, Itziar Ituno, Álvaro Morte, Paco Tous, Pedro Alonso, Alba Flores, Miguel Herrán",NA,12,drama,https://flixpatrol.com/title/money-heist,紙房子,犯罪,劫盜,西班牙
9,2020-08-18,Grey's Anatomy,Follows the personal and professional lives of a group of doctors at Seattle’s Grey Sloan Memorial Hospital.,76,NA,USA,2005-03-27T00:00:00Z,Drama,Doctors,FALSE,"Ellen Pompeo, Justin Chambers, James Pickens Jr., Chandra Wilson, Vanessa Bell Calloway",NA,165,drama,https://flixpatrol.com/title/greys-anatomy,實習醫生,戲劇,醫生,美國
